Transaction No.,Vendor Name, Category ,Amount
1900798792,AGILISYS PROFESSIONAL SERVICES,People and Recruitment,"£1,563.75"
8001744237,SEVACARE (UK) LTD,Social care,"£1,561.98"
5201133993,FRONTLINE STAFFING LTD,People and Recruitment,"£1,560.24"
8001755801,ANDERSEN CARE LIMITED,Social care,"£1,560.00"
1900799660,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£1,560.00"
8001719781,ANDERSEN CARE LIMITED,Social care,"£1,560.00"
5201134295,TNT POST LONDON LTD,General,"£1,559.19"
8001744130,SEVACARE (UK) LTD,Social care,"£1,557.04"
8001739521,SAPH LTD,Social care,"£1,554.57"
8001719722,RUNWOOD HOMES LTD,Temporary Accommodation,"£1,550.40"
8001761793,RUNWOOD HOMES LTD,Temporary Accommodation,"£1,550.39"
1900800473,BSI,Learning and Development,"£1,550.00"
8001735403,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man","£1,550.00"
8001734532,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man","£1,550.00"
8001752441,PREMIER CAREWAITING LTD,Social care,"£1,545.50"
8001732323,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£1,545.00"
8001732322,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£1,545.00"
8001744901,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£1,545.00"
8001744921,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£1,545.00"
8001732101,VINEYARD (UK) SERVICES LTD,Social care,"£1,544.40"
5201134612,RINGWAY JACOBS LIMITED,Public Realm,"£1,543.99"
8001732321,HOFFMANN FOUNDATION FOR AUTISM,"Construction, Property and Fac Man","£1,543.68"
8001744881,HOFFMANN FOUNDATION FOR AUTISM,"Construction, Property and Fac Man","£1,543.68"
8001761451,RUNWOOD HOMES LTD,Temporary Accommodation,"£1,540.16"
5201135234,REDACTED PERSONAL DATA,Sport and Leisure,"£1,537.60"
8001763822,BUPA CARE HOMES (CFCHOMES) LTD,Temporary Accommodation,"£1,534.01"
8001740561,ARAN HOMES LIMITED,Social care,"£1,534.00"
8001762841,ARAN HOMES LIMITED,Social care,"£1,534.00"
8001740601,ARAN HOMES LIMITED,Social care,"£1,534.00"
8001762881,ARAN HOMES LIMITED,Social care,"£1,534.00"
5201133115,TAVISTOCK & PORTMAN NHS FT,Learning and Development,"£1,533.00"
8001744143,SEVACARE (UK) LTD,Social care,"£1,531.20"
5201134588,CITY OF LONDON,Public Realm,"£1,531.19"
8001761244,DRS CARE HOMES LTD,Temporary Accommodation,"£1,527.86"
8001729008,DRS CARE HOMES LTD,Temporary Accommodation,"£1,527.86"
8001731121,ONE HOUSING GROUP LTD,Social care,"£1,526.70"
8001719664,VENETIA RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,526.40"
8001761735,VENETIA RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,526.39"
5201133860,REDACTED PERSONAL DATA,Legal,"£1,525.00"
8001719561,KISHARON,"Construction, Property and Fac Man","£1,524.90"
8001719501,KISHARON,Social care,"£1,524.90"
5201134111,NEOPOST FINANCE LIMITED,General,"£1,522.33"
8001733581,HAIL LTD,Social care,"£1,520.00"
8001734533,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,519.00"
8001734567,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,519.00"
1900799368,REDACTED PERSONAL DATA,Temporary Accommodation,"£1,516.69"
8001747221,PREMIER CAREWAITING LTD,Social care,"£1,515.00"
5201134166,ENVIRO TECHNOLOGY SERVICES PLC,Public Realm,"£1,513.50"
8001739581,SAPH LTD,Social care,"£1,511.00"
8001737521,CIRCLE OF CARE SERVICE LTD,Social care,"£1,510.00"
8001764122,FOUR SEASONS 2000 LIMITED,Temporary Accommodation,"£1,509.88"
5201135197,VISION TECHNICIANS,General,"£1,505.00"
8001739746,LONDON CARE PLC,Social care,"£1,504.72"
5201134554,ILSE AMLOT CENTRE FOR WOMEN & CHILD,Children and Education,"£1,504.00"
8001737305,LONDON CARE PLC,Social care,"£1,500.30"
8001724561,MARCUS & MARCUS LTD,Social care,"£1,500.00"
1900799595,LEDNET,Learning and Development,"£1,500.00"
1900799300,REDACTED PERSONAL DATA,Legal,"£1,500.00"
1900799227,SAFESMART LTD,"Construction, Property and Fac Man","£1,500.00"
8001762141,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£1,500.00"
5201135346,JELLOT PROMOTIONS (JA) CIC,Children and Education,"£1,500.00"
5201135452,HARINGEY STARS,Sport and Leisure,"£1,500.00"
1900799547,FRUITION LTD,General,"£1,500.00"
5201134988,SWEETT (UK) LIMITED,"Construction, Property and Fac Man","£1,500.00"
8001743141,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£1,499.36"
200343132,CATCH 22 CHARITY LTD,Social care,"£1,497.97"
1900799196,BT PAYMENT SERVICES LTD,IT and Telecoms,"£1,497.16"
8001763834,BUPA CARE HOMES (CFHCARE) LTD,Temporary Accommodation,"£1,497.09"
8001756081,DILIGENT CARE SERVICES LTD,Social care,"£1,496.40"
1900798930,BINOH,Children and Education,"£1,490.00"
1900800431,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,"£1,488.36"
1900800132,CHRISTOPHER HOUSE (LONDON) LTD,Temporary Accommodation,"£1,488.00"
8001734566,W M PROPERTY ASSOCIATES LIMITED,Temporary Accommodation,"£1,488.00"
8001734492,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,488.00"
8001748681,WEST LODGE LIMITED,Temporary Accommodation,"£1,488.00"
8001738881,GREEK+GREEK CYPRIOT COMM OF ENFIELD,Social care,"£1,486.76"
8001763846,FIVE ACRES NURSING HOME LTD,Temporary Accommodation,"£1,486.71"
8001719687,JEWISH CARE,Temporary Accommodation,"£1,486.63"
8001761758,JEWISH CARE,Temporary Accommodation,"£1,486.61"
8001739661,REDACTED PERSONAL DATA,Social care,"£1,485.00"
8001714421,NORWOOD SCHOOLS LTD,Social care,"£1,482.76"
8001763641,NORWOOD SCHOOLS LTD,"Construction, Property and Fac Man","£1,482.76"
8001740081,NORWOOD SCHOOLS LTD,"Construction, Property and Fac Man","£1,482.76"
5201134623,REDACTED PERSONAL DATA,Sport and Leisure,"£1,479.56"
8001731801,DILIGENT CARE SERVICES LTD,Social care,"£1,476.96"
8001744428,SEVACARE (UK) LTD,Social care,"£1,476.94"
8001740201,CIRCLE OF CARE SERVICE LTD,Social care,"£1,475.50"
1900799457,REDACTED PERSONAL DATA,Legal,"£1,475.00"
8001751021,SAPH LTD,Social care,"£1,471.63"
1900798994,REDACTED PERSONAL DATA,General,"£1,471.35"
8001746361,PREMIER CAREWAITING LTD,Social care,"£1,470.00"
8001765279,TORRINGTON HOMES,Temporary Accommodation,"£1,469.08"
8001742721,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£1,467.20"
8001735521,EXTRA MILE CARE COMPANY,Social care,"£1,466.56"
8001725821,NORTH LONDON ASIAN CARE,Social care,"£1,464.00"
8001745021,NORTH LONDON ASIAN CARE,Social care,"£1,464.00"
5201133332,ENVIRONMENTAL EVALUATION LTD,"Construction, Property and Fac Man","£1,463.22"
5201133330,ENVIRONMENTAL EVALUATION LTD,"Construction, Property and Fac Man","£1,463.22"
8001761737,WATERFALL HOUSE LTD,Temporary Accommodation,"£1,458.78"
8001719666,WATERFALL HOUSE LTD,Temporary Accommodation,"£1,458.77"
8001761727,VENETIA RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,458.47"
8001719656,VENETIA RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,458.46"
8001746481,SATELLITE CONSORTIUM LIMITED,Social care,"£1,458.10"
8001734507,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,457.00"
8001734589,W M PROPERTY ASSOCIATES LIMITED,"Construction, Property and Fac Man","£1,457.00"
5201135466,FURNITURE @ WORK LTD,General,"£1,457.00"
8001734524,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,457.00"
8001737721,CIRCLE OF CARE SERVICE LTD,Social care,"£1,456.00"
8001764641,HAIL LTD,Social care,"£1,455.35"
8001744204,SEVACARE (UK) LTD,Social care,"£1,454.64"
8001757781,EXTRA MILE CARE COMPANY,Social care,"£1,454.42"
8001719668,WIMBORNE HOUSE LIMITED,Temporary Accommodation,"£1,452.84"
8001761739,WIMBORNE HOUSE LIMITED,Temporary Accommodation,"£1,452.84"
1900800419,THAMES WATER UTILITIES LTD,Energy and Utilities,"£1,451.61"
5201133336,ILSE AMLOT CENTRE FOR WOMEN & CHILD,Children and Education,"£1,450.88"
5201134580,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£1,450.00"
1900800707,REDACTED PERSONAL DATA,Legal,"£1,450.00"
5201133452,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£1,450.00"
1900797707,REDACTED PERSONAL DATA,Legal,"£1,450.00"
5201134583,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£1,450.00"
8001765548,AVON LODGE UK LTD,Temporary Accommodation,"£1,448.89"
200343112,HORNSEY HOUSING TRUST,Social care,"£1,446.90"
1900798904,THAMES WATER UTILITIES LTD,Energy and Utilities,"£1,446.59"
5201134618,RINGWAY JACOBS LIMITED,Public Realm,"£1,445.85"
5201134610,RINGWAY JACOBS LIMITED,Public Realm,"£1,444.03"
1900799195,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,"£1,443.50"
8001719863,ALERE CARE LIMITED,"Construction, Property and Fac Man","£1,442.86"
5201134987,GARDINER & THEOBOLD LLP,"Construction, Property and Fac Man","£1,442.45"
8001757481,EXTRA MILE CARE COMPANY,Social care,"£1,442.40"
1900799814,THOMAS RIDLEY & SON  LTD,Food and Drink,"£1,440.51"
8001738661,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£1,440.00"
1900800189,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,"£1,440.00"
8001725801,WEST LODGE LIMITED,Temporary Accommodation,"£1,440.00"
5201133553,KENYON BLOCK CONSULTANTS LTD,People and Recruitment,"£1,440.00"
8001737683,LONDON CARE PLC,Social care,"£1,439.88"
1900798848,LONDON CARE PLC,General,"£1,439.88"
1900798760,LONDON CARE PLC,General,"£1,439.88"
1900798761,LONDON CARE PLC,General,"£1,439.88"
1900798759,LONDON CARE PLC,General,"£1,439.88"
5201133134,ENVIRONMENTAL EVALUATION LTD,"Construction, Property and Fac Man","£1,435.00"
8001741521,NORTH LONDON ASIAN CARE,Social care,"£1,434.16"
8001763865,BUPA CARE HOMES (AKW) LIMITED,Temporary Accommodation,"£1,434.06"
8001744166,SEVACARE (UK) LTD,Social care,"£1,429.56"
8001744165,SEVACARE (UK) LTD,Social care,"£1,429.56"
8001744455,SEVACARE (UK) LTD,Social care,"£1,429.56"
8001744258,SEVACARE (UK) LTD,Social care,"£1,429.56"
8001744287,SEVACARE (UK) LTD,Social care,"£1,429.56"
8001744228,SEVACARE (UK) LTD,Social care,"£1,429.56"
8001744429,SEVACARE (UK) LTD,Social care,"£1,429.56"
8001744238,SEVACARE (UK) LTD,Social care,"£1,429.12"
8001744387,SEVACARE (UK) LTD,Social care,"£1,429.12"
8001742241,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£1,428.16"
8001734608,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,428.00"
8001734538,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,426.00"
8001734594,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,"£1,426.00"
8001734535,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,"£1,426.00"
8001734576,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,426.00"
8001734573,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,426.00"
8001734518,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,"£1,426.00"
8001734559,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,"£1,426.00"
8001734485,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,426.00"
8001734500,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,426.00"
8001734434,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,"£1,426.00"
5201134631,RINGWAY JACOBS LIMITED,Public Realm,"£1,424.74"
1900799067,STACE LLP,"Construction, Property and Fac Man","£1,424.50"
5201132761,REDACTED PERSONAL DATA,Sport and Leisure,"£1,423.80"
8001763785,REDACTED PERSONAL DATA,Social care,"£1,423.25"
5201133848,JCJ LOCUMS LTD,People and Recruitment,"£1,422.00"
5201133992,JCJ LOCUMS LTD,People and Recruitment,"£1,422.00"
8001727061,LIFEWAYS COMMUNITY CARE LTD,Temporary Accommodation,"£1,418.78"
200342641,ASRA HOUSING ASSOCIATION LTD,Social care,"£1,416.48"
200343105,ASRA HOUSING ASSOCIATION LTD,Social care,"£1,416.48"
1900799839,LONDON FORENSIC PATHOLOGY LTD,General,"£1,415.20"
8001740461,ARAN HOMES LIMITED,Temporary Accommodation,"£1,413.76"
8001763021,ARAN HOMES LIMITED,Temporary Accommodation,"£1,413.76"
1900800167,CHRISTOPHER HOUSE (LONDON) LTD,Temporary Accommodation,"£1,410.00"
200343148,HAIL LTD,Social care,"£1,405.90"
200342680,HAIL LTD,Social care,"£1,405.90"
8001755861,ANDERSEN CARE LIMITED,Social care,"£1,403.64"
8001764110,ST ANNES RESIDENTIAL HOME,Temporary Accommodation,"£1,402.36"
1900799041,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,"£1,400.00"
8001720581,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£1,400.00"
1900800200,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,"£1,400.00"
8001755581,DILIGENT CARE SERVICES LTD,Social care,"£1,400.00"
1900800188,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,"£1,400.00"
8001753521,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£1,400.00"
5201135320,COMPLETE ECOLOGY LTD,People and Recruitment,"£1,400.00"
8001735581,MAPLE CARE AND SUPPORT SERVICES LTD,Temporary Accommodation,"£1,400.00"
8001735621,MAPLE CARE AND SUPPORT SERVICES LTD,Temporary Accommodation,"£1,400.00"
8001745361,ASHNESS CARE LTD,Temporary Accommodation,"£1,400.00"
8001745441,ASHNESS CARE LTD,Temporary Accommodation,"£1,400.00"
5201134570,KNOWLEDGE TRAIN LTD,Learning and Development,"£1,398.00"
8001765501,WGC HOUSING ASSOCIATION LTD,Temporary Accommodation,"£1,397.74"
8001740621,ARAN HOMES LIMITED,Temporary Accommodation,"£1,396.52"
8001762901,ARAN HOMES LIMITED,Temporary Accommodation,"£1,396.52"
8001762981,ARAN HOMES LIMITED,Temporary Accommodation,"£1,396.52"
8001740481,ARAN HOMES LIMITED,Temporary Accommodation,"£1,396.52"
8001719700,ADR CARE HOMES LTD,Temporary Accommodation,"£1,395.89"
8001761771,ADR CARE HOMES LTD,Temporary Accommodation,"£1,395.88"
1900799722,HOMELINK LETTINGS & ESTATES LTD,Temporary Accommodation,"£1,395.00"
8001734562,ESTATE141 LIMITED,Temporary Accommodation,"£1,395.00"
8001734468,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,395.00"
8001734558,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,395.00"
1900799442,THAMES WATER UTILITIES LTD,Energy and Utilities,"£1,392.47"
8001765344,METHODIST HOMES FOR THE AGED,Temporary Accommodation,"£1,390.45"
1900800564,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£1,390.40"
8001754785,24 SEVEN FOSTERING SERVICES LTD,Children and Education,"£1,390.00"
5201134635,RINGWAY JACOBS LIMITED,Public Realm,"£1,389.00"
8001719741,ADR CARE HOMES LTD,Temporary Accommodation,"£1,388.36"
8001761812,ADR CARE HOMES LTD,Temporary Accommodation,"£1,388.34"
8001756541,MAISON MOTI LTD,Social care,"£1,384.84"
8001729341,MAISON MOTI LTD,Social care,"£1,384.84"
8001753381,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£1,384.32"
8001739881,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£1,384.32"
1900799261,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,"£1,383.38"
1900798746,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,"£1,383.38"
5201134717,RIDGE AND PARTNERS LLP,"Construction, Property and Fac Man","£1,380.00"
8001754261,DILIGENT CARE SERVICES LTD,Social care,"£1,380.00"
5201134241,KEEGANS LTD,"Construction, Property and Fac Man","£1,380.00"
5201133560,TNT POST LONDON LTD,General,"£1,379.17"
8001735402,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,378.31"
1900799803,SKILLS FOR LOCAL AUTHORITIES LTD,Learning and Development,"£1,375.00"
8001719478,SPRINGDENE NURSING & CARE HOMES LTD,Social care,"£1,371.43"
8001721979,ALLPAY LTD,Social care,"£1,370.00"
8001741581,NORTH LONDON ASIAN CARE,Social care,"£1,368.46"
1900800433,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,"£1,367.80"
5201133839,XEROX FINANCE LTD,IT and Telecoms,"£1,366.13"
1900800546,BINOH,Children and Education,"£1,365.00"
8001734542,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,"£1,364.00"
8001734564,WEST LODGE LIMITED,Temporary Accommodation,"£1,364.00"
8001734519,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,364.00"
8001734595,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,364.00"
8001734543,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,364.00"
8001734592,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,"£1,364.00"
8001734598,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,364.00"
8001734599,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,364.00"
1900799179,DAIRY CREST LTD,Food and Drink,"£1,363.26"
1900799690,VAROSI ESTATES LIMITED,Temporary Accommodation,"£1,362.00"
1900800192,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,"£1,360.00"
8001725564,HEADWAY EAST LONDON,Transport & Travel,"£1,360.00"
200342660,PHOENIX COMMUNITY CARE LTD,Social care,"£1,359.88"
200343126,PHOENIX COMMUNITY CARE LTD,Social care,"£1,359.88"
8001765343,REDACTED PERSONAL DATA,Temporary Accommodation,"£1,357.85"
8001742321,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£1,357.00"
8001724588,DE BOHUN CARE LTD,Temporary Accommodation,"£1,355.15"
8001758261,DE BOHUN CARE LTD,Temporary Accommodation,"£1,355.15"
1900800040,REDACTED PERSONAL DATA,General,"£1,354.94"
1900799557,GP EXPERTS LIMITED,General,"£1,354.70"
200342646,HORNSEY HOUSING TRUST,Social care,"£1,350.44"
200343110,HORNSEY HOUSING TRUST,Social care,"£1,350.44"
5201135001,REDACTED PERSONAL DATA,Social care,"£1,350.00"
5201134786,OXFORD COMPUTER CONSULTANTS LTD,IT and Telecoms,"£1,345.15"
8001740661,CIRCLE OF CARE SERVICE LTD,Social care,"£1,344.00"
5201134020,ROYAL MAIL GROUP PLC,General,"£1,341.47"
8001737675,LONDON CARE PLC,Social care,"£1,341.00"
8001734612,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,340.00"
1900799720,PROPERTY ZONE (LONDON) LTD,Temporary Accommodation,"£1,339.51"
1900799695,RIG MEDICAL RECRUIT LTD,People and Recruitment,"£1,339.50"
5201134725,C.E.F,"Construction, Property and Fac Man","£1,338.35"
8001755781,ANDERSEN CARE LIMITED,Social care,"£1,337.84"
5201133083,ELEGANCE FURNITURE SUPPLIES LTD,General,"£1,337.70"
8001738972,REDACTED PERSONAL DATA,Social care,"£1,337.14"
5201133111,"EAST ARCHIT, LANDSCAPE, URBAN DSGN",People and Recruitment,"£1,335.72"
8001734433,W M PROPERTY ASSOCIATES LIMITED,"Construction, Property and Fac Man","£1,333.00"
8001734463,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,333.00"
8001734477,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,333.00"
8001734465,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,333.00"
8001734467,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,333.00"
8001734486,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,333.00"
5201132754,REDACTED PERSONAL DATA,Public Health,"£1,330.23"
8001763892,NEW CENTURY CARE (FINCHLEY) LTD,Temporary Accommodation,"£1,327.47"
8001737267,LONDON CARE PLC,Social care,"£1,326.22"
5201133123,EDUCATION LONDON LTD,People and Recruitment,"£1,325.00"
1900799252,REDACTED PERSONAL DATA,Communication,"£1,323.25"
1900799260,RIG MEDICAL RECRUIT LTD,People and Recruitment,"£1,321.88"
1900800081,REDACTED PERSONAL DATA,Legal,"£1,320.75"
5201133834,REDACTED PERSONAL DATA,Legal,"£1,320.00"
8001764120,RUNWOOD HOMES LTD,Temporary Accommodation,"£1,314.79"
5201134551,CUTTLE CONSTRUCTION LTD,"Construction, Property and Fac Man","£1,313.00"
1900798902,THAMES WATER UTILITIES LTD,Energy and Utilities,"£1,310.78"
5201135438,REDACTED PERSONAL DATA,Sport and Leisure,"£1,310.28"
8001729081,ANDERSEN CARE LIMITED,Social care,"£1,309.35"
8001759718,REDACTED PERSONAL DATA,Social care,"£1,308.00"
1900799572,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£1,305.45"
8001737366,LONDON CARE PLC,Social care,"£1,302.41"
1900800142,CHRISTOPHER HOUSE (LONDON) LTD,Temporary Accommodation,"£1,302.00"
8001734454,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,302.00"
8001734450,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,302.00"
1900800169,CHRISTOPHER HOUSE (LONDON) LTD,Temporary Accommodation,"£1,302.00"
8001734455,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,302.00"
8001734510,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,"£1,302.00"
8001737461,CIRCLE OF CARE SERVICE LTD,Social care,"£1,302.00"
5201134633,REDACTED PERSONAL DATA,People and Recruitment,"£1,300.00"
8001726962,DILIGENT CARE SERVICES LTD,Social care,"£1,299.42"
5201135561,P N IZZO CONSULTING,People and Recruitment,"£1,298.00"
8001748781,SOMEWHERE HOUSE LTD,Social care,"£1,297.95"
8001618946,ONE HOUSING GROUP LTD,Social care,"£1,287.20"
200342678,METROPOLITAN SUPPORT TRUST,Social care,"£1,287.00"
200343146,METROPOLITAN SUPPORT TRUST,Social care,"£1,287.00"
8001746001,PREMIER CAREWAITING LTD,Social care,"£1,286.25"
8001703683,REDACTED PERSONAL DATA,Social care,"£1,285.71"
1900798966,ROYAL MAIL GROUP PLC,General,"£1,284.06"
5201135528,ALEXANDRA PALACE TRADING LTD,General,"£1,283.50"
8001749181,OPTIMAL CARE SERVICES LTD,Social care,"£1,280.00"
8001735441,EXTRA MILE CARE COMPANY,Social care,"£1,277.25"
1900799713,BRANTWOOD HOUSE,Temporary Accommodation,"£1,277.20"
5201133460,PWP FS PRINT AND DESIGN,Communication,"£1,277.00"
1900799881,DWF LLP CLIENT ACCOUNT,Finance,"£1,276.00"
1900800484,GARDINER & THEOBOLD LLP,"Construction, Property and Fac Man","£1,274.75"
