 Transaction  No  , Vendor ,Category,Amount
8001776061,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£1,277"
8001779121,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£1,277"
8001771490,WEST LODGE LIMITED,Temporary Accommodation,"£1,276"
8001770211,SEVACARE (UK) LTD,Social care,"£1,276"
8001798931,RUNWOOD HOMES LTD,Social care,"£1,274"
8001802122,ABBEYDALE RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,273"
8001782641,SATELLITE CONSORTIUM LIMITED,Social care,"£1,271"
5201136686,RIG MEDICAL RECRUIT LTD,People and Recruitment,"£1,269"
8001777481,ONE HOUSING GROUP LTD,Social care,"£1,268"
8001803571,ST ANNES RESIDENTIAL HOME,Temporary Accommodation,"£1,267"
8001802119,WGC HOUSING ASSOCIATION LTD,Temporary Accommodation,"£1,262"
8001798890,ADR CARE HOMES LTD,Temporary Accommodation,"£1,261"
1900801299,SOUNDINGS (CONSTRUCTION) LTD,People and Recruitment,"£1,260"
8001801965,METHODIST HOMES FOR THE AGED,Temporary Accommodation,"£1,256"
8001774371,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,254"
8001798929,ADR CARE HOMES LTD,Temporary Accommodation,"£1,254"
8001791361,CARE 4 U LTD,Social care,"£1,254"
8001791861,VINEYARD (UK) SERVICES LTD,Social care,"£1,251"
8001785541,DILIGENT CARE SERVICES LTD,Social care,"£1,250"
1900801205,REDACTED PERSONAL DATA,Legal,"£1,250"
1900801767,SECOND MAGPIE LIMITED,People and Recruitment,"£1,250"
1900801884,REDACTED PERSONAL DATA,Learning and Development,"£1,250"
8001792183,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£1,249"
8001790921,SOMEWHERE HOUSE LTD,Social care,"£1,246"
8001771437,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,240"
5201136979,COLLEGE OF HAR'GY ENF'LD & NE LONDO,Learning and Development,"£1,240"
8001771436,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,240"
8001766857,FINEFAIR LTD,"Construction, Property and Fac Man","£1,240"
8001771509,W M PROPERTY ASSOCIATES LIMITED,"Construction, Property and Fac Man","£1,240"
8001771472,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,240"
8001771444,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,240"
8001771479,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,240"
8001771434,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,240"
8001771365,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,240"
8001771517,W M PROPERTY ASSOCIATES LIMITED,"Construction, Property and Fac Man","£1,240"
8001792210,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£1,239"
8001792209,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£1,239"
8001792208,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£1,239"
8001777361,ONE HOUSING GROUP LTD,Social care,"£1,237"
5201135620,PACE FUELCARE LTD,Energy and Utilities,"£1,237"
8001781553,LCS PARTNERSHIPS LTD,"Construction, Property and Fac Man","£1,232"
8001781201,EXTRA MILE CARE COMPANY,Social care,"£1,232"
8001791641,SENSE,Social care,"£1,231"
8001801964,REDACTED PERSONAL DATA,Temporary Accommodation,"£1,226"
8001770012,SEVACARE (UK) LTD,Social care,"£1,224"
1900802179,FORENSIC PATHOLOGY OPINION LTD,General,"£1,222"
8001780202,EXTRA MILE CARE COMPANY,Social care,"£1,220"
8001785501,DILIGENT CARE SERVICES LTD,Social care,"£1,220"
8001775141,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£1,216"
8001783181,INDIVIDUALISED CARE LTD,Social care,"£1,215"
1900801133,R & I ELECTRICAL SERVICES LTD,"Construction, Property and Fac Man","£1,215"
8001770266,SEVACARE (UK) LTD,Social care,"£1,215"
8001761787,REDACTED PERSONAL DATA,Temporary Accommodation,"£1,214"
1900801296,HOMELINK LETTINGS & ESTATES LTD,Temporary Accommodation,"£1,209"
8001791922,VINEYARD (UK) SERVICES LTD,Social care,"£1,208"
8001770961,VINEYARD (UK) SERVICES LTD,Social care,"£1,208"
8001777501,ONE HOUSING GROUP LTD,Social care,"£1,207"
8001792500,SEVACARE (UK) LTD,Social care,"£1,205"
8001786021,DILIGENT CARE SERVICES LTD,Social care,"£1,202"
5201137052,GATEWAY ASSOCIATES (UK) LTD,Children and Education,"£1,200"
1900800932,JONES HARGREAVES (UK) LIMITED,People and Recruitment,"£1,200"
1900800927,ATBUS LIMITED,Children and Education,"£1,200"
5201137049,BITE CP LTD,Communication,"£1,200"
8001793241,VINEYARD (UK) SERVICES LTD,Social care,"£1,200"
1900801375,REDACTED PERSONAL DATA,General,"£1,200"
1900801464,AMSSR LTD,People and Recruitment,"£1,200"
8001770276,SEVACARE (UK) LTD,Social care,"£1,199"
8001798733,NEW CENTURY CARE (FINCHLEY) LTD,Temporary Accommodation,"£1,199"
1900801266,REDACTED PERSONAL DATA,Legal,"£1,199"
8001766795,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,198"
8001766810,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,198"
8001766818,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,198"
8001766808,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,198"
8001770060,SEVACARE (UK) LTD,Social care,"£1,197"
8001802345,HILLFIELD CHILDREN'S HOME LTD,Temporary Accommodation,"£1,191"
8001803580,RUNWOOD HOMES LTD,Temporary Accommodation,"£1,188"
8001792452,SEVACARE (UK) LTD,Social care,"£1,187"
8001769521,WESTERN COUNSELLING SERVICES LTD,Social care,"£1,183"
5201136393,REDACTED PERSONAL DATA,Sport and Leisure,"£1,182"
5201135774,HOMES FOR HARINGEY LIMITED,Public Realm,"£1,181"
8001771380,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,178"
8001771383,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,178"
8001771392,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,178"
8001771412,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,178"
5201137355,REDACTED PERSONAL DATA,Sport and Leisure,"£1,178"
8001766837,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,175"
8001769848,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,174"
8001792685,SEVACARE (UK) LTD,Social care,"£1,171"
5201135919,MQ METAL FABRICATIONS LTD,"Construction, Property and Fac Man","£1,170"
8001787801,RENAISSANCE PERSONNEL LIMITED,Social care,"£1,168"
8001775921,HAIL LTD,Social care,"£1,168"
5201137947,DIFFERENT STROKES LONDON NORTH GROU,Social care,"£1,166"
8001770248,SEVACARE (UK) LTD,Social care,"£1,164"
1900802127,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£1,163"
8001770286,SEVACARE (UK) LTD,Social care,"£1,162"
5201135986,SPIDDAL PLANT & CONSTRUCTION CO LTD,Public Realm,"£1,160"
1900801601,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,"£1,160"
8001792715,SEVACARE (UK) LTD,Social care,"£1,159"
200343804,HORNSEY HOUSING TRUST,Social care,"£1,158"
8001769363,ASTON GRANGE LTD,Social care,"£1,157"
5201137331,ASKEWS & HOLTS LIBRARY SERVICES LTD,Communication,"£1,157"
1900801127,RM EDUCATION LTD,IT and Telecoms,"£1,153"
5201137240,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£1,152"
5201137239,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£1,152"
5201137238,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£1,152"
5201136149,RINGWAY JACOBS LIMITED,Public Realm,"£1,151"
1900801031,REDACTED PERSONAL DATA,Communication,"£1,149"
8001783961,SEVACARE (UK) LTD,Social care,"£1,148"
8001788881,CYPRIAN CARE LTD,Social care,"£1,148"
5201136871,KEEGANS LTD,"Construction, Property and Fac Man","£1,147"
8001792696,SEVACARE (UK) LTD,Social care,"£1,146"
8001770225,SEVACARE (UK) LTD,Social care,"£1,144"
5201138212,REDACTED PERSONAL DATA,Sport and Leisure,"£1,142"
8001767941,HAIL LTD,Social care,"£1,141"
5201135840,RINGWAY JACOBS LIMITED,Public Realm,"£1,140"
8001798908,RUNWOOD HOMES LTD,Temporary Accommodation,"£1,140"
5201136191,AIRWAVE SOLUTIONS LTD,IT and Telecoms,"£1,139"
8001802019,GREENFIELDS RES CARE HOMES LTD,Temporary Accommodation,"£1,138"
8001802011,GREENFIELDS RES CARE HOMES LTD,Temporary Accommodation,"£1,138"
5201136226,REDACTED PERSONAL DATA,Sport and Leisure,"£1,136"
8001792459,SEVACARE (UK) LTD,Social care,"£1,136"
8001770020,SEVACARE (UK) LTD,Social care,"£1,136"
8001777561,ONE HOUSING GROUP LTD,Social care,"£1,135"
5201136231,REDACTED PERSONAL DATA,Sport and Leisure,"£1,135"
5201136270,RINGWAY JACOBS LIMITED,Public Realm,"£1,134"
8001792525,SEVACARE (UK) LTD,Social care,"£1,133"
8001771417,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,132"
8001771410,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,132"
8001771404,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,132"
8001771416,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,132"
8001771415,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,132"
8001783161,VIRIDIAN HOUSING,Social care,"£1,131"
200343845,APNA GHAR HOUSING ASSOCIATION,Social care,"£1,130"
8001766885,FINEFAIR LTD,"Construction, Property and Fac Man","£1,129"
8001797341,PREMIER CAREWAITING LTD,Social care,"£1,124"
1900801005,PERSONNEL HYGIENE SERVICES LTD,General,"£1,122"
1900802657,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£1,122"
5201135993,REDACTED PERSONAL DATA,Social care,"£1,120"
5201135999,REDACTED PERSONAL DATA,Social care,"£1,120"
5201137478,RELIABLE DISTRIBUTIONS,General,"£1,120"
5201138069,BIBLIOTHECA LTD,IT and Telecoms,"£1,120"
1900801044,REDACTED PERSONAL DATA,Communication,"£1,120"
5201138070,BIBLIOTHECA LTD,IT and Telecoms,"£1,120"
8001792663,SEVACARE (UK) LTD,Social care,"£1,118"
8001771368,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,116"
8001771371,W M PROPERTY ASSOCIATES LIMITED,"Construction, Property and Fac Man","£1,116"
1900800914,THAMES WATER UTILITIES LIMITED,Energy and Utilities,"£1,116"
8001802044,BUPA CARE HOMES (CFHCARE) LTD,Temporary Accommodation,"£1,114"
1900801263,DENTONS UKMEA LLP,Legal,"£1,114"
5201138097,TNT POST LONDON LTD,General,"£1,111"
5201137552,MIDDLESEX UNIVERSITY,Learning and Development,"£1,110"
8001784321,OASIS CARE & TRAINING AGENCY,Social care,"£1,110"
5201137554,MIDDLESEX UNIVERSITY,Learning and Development,"£1,110"
8001780141,EXTRA MILE CARE COMPANY,Social care,"£1,109"
8001762501,DYNAMIC PEOPLE LTD,Social care,"£1,109"
1900801511,ROYAL MAIL GROUP PLC,General,"£1,106"
5201136258,REDACTED PERSONAL DATA,Sport and Leisure,"£1,106"
5201135903,REDACTED PERSONAL DATA,Sport and Leisure,"£1,104"
8001770105,SEVACARE (UK) LTD,Social care,"£1,103"
8001792543,SEVACARE (UK) LTD,Social care,"£1,103"
8001770085,SEVACARE (UK) LTD,Social care,"£1,102"
5201137043,ATKINS LTD,People and Recruitment,"£1,100"
5201137440,RUBUS SERVICES LTD,People and Recruitment,"£1,100"
1900801963,BUSINESS HEALTH LIMITED,People and Recruitment,"£1,100"
8001777381,ONE HOUSING GROUP LTD,Social care,"£1,098"
8001798906,REDACTED PERSONAL DATA,Temporary Accommodation,"£1,096"
5201137662,REDACTED PERSONAL DATA,Sport and Leisure,"£1,094"
5201135917,LINDAYS,Legal,"£1,093"
8001772221,CIRCLE OF CARE SERVICE LTD,Social care,"£1,092"
8001771459,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,085"
8001771364,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,085"
8001771477,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,085"
8001771439,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,085"
8001771503,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,085"
8001771495,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,085"
8001771508,WEST LODGE LIMITED,"Construction, Property and Fac Man","£1,085"
8001771539,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,"£1,085"
8001771515,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,085"
8001771510,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,085"
8001771453,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,085"
8001771457,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,"£1,085"
8001771452,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,085"
8001776761,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£1,085"
8001770040,SEVACARE (UK) LTD,Social care,"£1,085"
8001777301,ONE HOUSING GROUP LTD,Social care,"£1,083"
8001792423,SEVACARE (UK) LTD,Social care,"£1,082"
8001770093,SEVACARE (UK) LTD,Social care,"£1,082"
8001779581,DILIGENT CARE SERVICES LTD,Social care,"£1,082"
8001787181,CIRCLE OF CARE SERVICE LTD,Social care,"£1,082"
1900800753,THE PLACEMENT GROUP (UK) LTD,Social care,"£1,080"
5201136389,REDACTED PERSONAL DATA,Sport and Leisure,"£1,079"
8001792572,SEVACARE (UK) LTD,Social care,"£1,077"
8001769970,SEVACARE (UK) LTD,Social care,"£1,073"
8001794475,LOOK AHEAD CARE AND SUPPORT LTD,Social care,"£1,073"
8001794476,LOOK AHEAD CARE AND SUPPORT LTD,Social care,"£1,073"
8001769441,SEVACARE (UK) LTD,Social care,"£1,072"
8001792421,SEVACARE (UK) LTD,Social care,"£1,072"
8001769982,SEVACARE (UK) LTD,Social care,"£1,072"
8001792611,SEVACARE (UK) LTD,Social care,"£1,072"
8001784141,SEVACARE (UK) LTD,Social care,"£1,072"
8001770177,SEVACARE (UK) LTD,Social care,"£1,072"
8001785041,DILIGENT CARE SERVICES LTD,Social care,"£1,071"
1900800872,AGILISYS PROFESSIONAL SERVICES,People and Recruitment,"£1,071"
8001794473,THE FER VIEW,Temporary Accommodation,"£1,068"
5201136013,TSI VOICE & DATA LLP,IT and Telecoms,"£1,066"
5201138073,TSI VOICE & DATA LLP,IT and Telecoms,"£1,066"
8001794467,GCH PEREGRINE HOUSE LTD,General,"£1,066"
8001772661,CIRCLE OF CARE SERVICE LTD,Social care,"£1,062"
8001769984,SEVACARE (UK) LTD,Social care,"£1,059"
5201136086,UK POWER NETWORKS (OPERATIONS) LTD,Public Realm,"£1,058"
8001770014,SEVACARE (UK) LTD,Social care,"£1,057"
8001792454,SEVACARE (UK) LTD,Social care,"£1,057"
8001770172,SEVACARE (UK) LTD,Social care,"£1,057"
5201137707,SPALDINGS LTD,Public Realm,"£1,056"
8001766161,THE REGARD PARTNERSHIP LIMITED,Social care,"£1,056"
8001776261,NORTH LONDON COMMUNITY CARE AGENCY,Social care,"£1,056"
8001776301,NORTH LONDON COMMUNITY CARE AGENCY,Social care,"£1,056"
5201136884,HARINGEY POLICE & COMMUNITY ABC,Sport and Leisure,"£1,056"
8001767121,HEADWAY EAST LONDON,Social care,"£1,055"
1900801302,THAMES WATER UTILITIES LTD,Energy and Utilities,"£1,055"
5201136236,REDACTED PERSONAL DATA,Sport and Leisure,"£1,054"
8001771406,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,054"
8001771385,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,054"
5201137586,IWM BUSINESS SERVICES LIMITED,Public Realm,"£1,050"
5201135902,BORD NA MONA UK LIMITED,Public Realm,"£1,049"
8001790741,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,"£1,048"
5201137900,E AND R MOFFAT LTD,Food and Drink,"£1,048"
1900800758,THE PLACEMENT GROUP (UK) LTD,Social care,"£1,048"
5201136068,ASA GRP LTD T/A ASA DISTRIBUTION,General,"£1,047"
1900801144,THE BRANDON CENTRE,People and Recruitment,"£1,044"
1900801145,THE BRANDON CENTRE,People and Recruitment,"£1,044"
5201136227,REDACTED PERSONAL DATA,Sport and Leisure,"£1,042"
8001769995,SEVACARE (UK) LTD,Social care,"£1,042"
8001798172,REDACTED PERSONAL DATA,Social care,"£1,041"
8001792409,SEVACARE (UK) LTD,Social care,"£1,040"
8001792661,SEVACARE (UK) LTD,Social care,"£1,039"
8001770223,SEVACARE (UK) LTD,Social care,"£1,039"
8001771533,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,039"
8001771536,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,039"
5201136101,REDACTED PERSONAL DATA,Sport and Leisure,"£1,037"
8001785621,DILIGENT CARE SERVICES LTD,Social care,"£1,035"
1900800965,SANCTUARY PERSONNEL LTD,People and Recruitment,"£1,035"
8001774902,OASIS CARE & TRAINING AGENCY,Social care,"£1,032"
5201136261,REDACTED PERSONAL DATA,Sport and Leisure,"£1,030"
5201137203,REDACTED PERSONAL DATA,Learning and Development,"£1,030"
8001802341,HORIZON RESIDENTIAL CARE LTD,Temporary Accommodation,"£1,029"
8001769941,SOMEWHERE HOUSE LTD,Social care,"£1,026"
8001768021,HAIL LTD,Social care,"£1,024"
8001771511,W M PROPERTY ASSOCIATES LIMITED,"Construction, Property and Fac Man","£1,023"
8001771478,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,023"
8001771500,W M PROPERTY ASSOCIATES LIMITED,"Construction, Property and Fac Man","£1,023"
8001771414,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,023"
8001771498,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,023"
8001771524,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,023"
8001771482,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,023"
8001771408,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,023"
8001771463,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,023"
8001779921,THE REGARD PARTNERSHIP LIMITED,Social care,"£1,022"
8001784401,OASIS CARE & TRAINING AGENCY,Social care,"£1,021"
8001792616,SEVACARE (UK) LTD,Social care,"£1,021"
8001798842,RUNWOOD HOMES LTD,Temporary Accommodation,"£1,020"
1900800913,DSI BILLING SERVICES,General,"£1,020"
1900801566,CHRISTOPHER HOUSE (LONDON) LTD,Temporary Accommodation,"£1,019"
8001766824,FINEFAIR LTD,"Construction, Property and Fac Man","£1,019"
8001784781,ANNA HOUSE LTD,Temporary Accommodation,"£1,019"
5201137221,REDACTED PERSONAL DATA,Sport and Leisure,"£1,018"
8001783041,GENEVA ROAD LTD,Social care,"£1,017"
8001770277,SEVACARE (UK) LTD,Social care,"£1,017"
5201135988,REDACTED PERSONAL DATA,Sport and Leisure,"£1,017"
8001798704,BROOKLAND HOMES LTD,Temporary Accommodation,"£1,016"
5201138319,OMEGA LETTINGS LTD,Temporary Accommodation,"£1,015"
8001784241,SEVACARE (UK) LTD,Social care,"£1,014"
8001772561,CIRCLE OF CARE SERVICE LTD,Social care,"£1,014"
8001773381,CIRCLE OF CARE SERVICE LTD,Social care,"£1,014"
1900801220,REDACTED PERSONAL DATA,General,"£1,013"
1900802626,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£1,012"
8001794466,GCH PEREGRINE HOUSE LTD,General,"£1,012"
1900800767,THE PLACEMENT GROUP (UK) LTD,Social care,"£1,011"
8001779501,EXTRA MILE CARE COMPANY,Social care,"£1,010"
8001783021,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£1,008"
8001770036,SEVACARE (UK) LTD,Social care,"£1,007"
5201136684,RIG MEDICAL RECRUIT LTD,People and Recruitment,"£1,005"
1900800800,NOW MEDICAL,General,"£1,005"
5201135629,REDACTED PERSONAL DATA,Sport and Leisure,"£1,004"
8001779261,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£1,002"
1900801270,NEOPOST LTD CREDIFON RCB ACCOUNT,General,"£1,000"
5201137706,FRANKHAM CONSULTANCY GROUP LTD,People and Recruitment,"£1,000"
8001774001,CAMDEN SOCIETY,Social care,"£1,000"
5201137044,ATKINS LTD,People and Recruitment,"£1,000"
1900801154,SNAP SURVEYS LTD,Learning and Development,"£1,000"
1900801315,ALLPAY LTD,General,"£1,000"
8001773981,CAMDEN SOCIETY,Social care,"£1,000"
5201138071,CROUCH END PLAYING FIELDS PROTECTIO,General,"£1,000"
1900801153,SNAP SURVEYS LTD,Learning and Development,"£1,000"
5201138013,ADAMS & SUTHERLAND LTD,People and Recruitment,"£1,000"
8001792281,MSASA CARE LTD,Social care,"£1,000"
8001766777,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£996
8001766805,ST ANDREWS COMMUNITY HOUSING ASSN L,"Construction, Property and Fac Man",£996
8001766891,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man",£996
8001766802,CHRISTOPHER HOUSE (LONDON) LTD,"Construction, Property and Fac Man",£992
8001771530,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£992
8001771527,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£992
8001771407,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£992
1900801569,CHRISTOPHER HOUSE (LONDON) LTD,Temporary Accommodation,£992
8001771409,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£992
8001766804,WOODHOUSE ESTATES LTD,"Construction, Property and Fac Man",£992
8001771424,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£992
8001771529,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£992
1900801568,CHRISTOPHER HOUSE (LONDON) LTD,Temporary Accommodation,£992
8001771534,ASHDALE SERVICES LTD,Temporary Accommodation,£992
8001771541,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£992
8001771448,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,£992
