Transaction  No.,Vendor Name,Category,Amount
5201118768,CRITICAL PROJECT RESOURCING LTD,People and Recruitment,"£1,348"
5201118769,CRITICAL PROJECT RESOURCING LTD,People and Recruitment,"£1,348"
8001561881,EXTRA MILE CARE COMPANY,Social care,"£1,346"
5201118354,ILSE AMLOT CENTRE FOR WOMEN & CHILD,Children and Education,"£1,344"
8001560693,LONDON CARE PLC,Social care,"£1,341"
8001560774,LONDON CARE PLC,Social care,"£1,341"
8001547723,EXTRA MILE CARE COMPANY,Social care,"£1,340"
5201120452,CYCLE TRAINING UK LTD,Learning and Development,"£1,340"
8001542019,SEVACARE (UK) LTD,Social care,"£1,340"
8001554382,CIRCLE OF CARE SERVICE LTD,Social care,"£1,339"
1900790507,AMEO LIMITED,People and Recruitment,"£1,339"
8001556086,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,337"
5201118463,BINOH,Children and Education,"£1,337"
1900789694,REDACTED PERSONAL DATA,Learning and Development,"£1,336"
8001542629,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,333"
8001542631,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,333"
8001542633,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,333"
8001542644,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,333"
8001542659,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,333"
8001542726,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,333"
8001556083,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,331"
1900790119,READ - THE READING AGENCY LTD,Communication,"£1,329"
8001561131,LONDON CARE PLC,Social care,"£1,326"
5201119352,CRIMINAL RECORDS BUREAU,People and Recruitment,"£1,325"
8001552704,HF TRUST LTD,Social care,"£1,323"
1900788904,RIG MEDICAL RECRUIT LTD,People and Recruitment,"£1,322"
200337441,ASRA HOUSING ASSOCIATION LTD,Social care,"£1,321"
5201118142,IRON MOUNTAIN (UK) LTD,General,"£1,321"
1900790246,BINOH,Children and Education,"£1,320"
1900790268,BINOH,Children and Education,"£1,320"
1900790271,BINOH,Children and Education,"£1,320"
5201118356,BINOH,Children and Education,"£1,320"
5201118455,BINOH,Children and Education,"£1,320"
8001543805,MAGICARE LTD,Temporary Accommodation,"£1,308"
5201119202,REDACTED PERSONAL DATA,Social care,"£1,307"
200337493,HAIL LTD,Social care,"£1,305"
8001542299,SEVACARE (UK) LTD,Social care,"£1,304"
5201119208,LEEC LTD,"Construction, Property and Fac Man","£1,304"
8001542613,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,302"
8001542618,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,302"
8001542619,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,302"
8001542690,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,"£1,302"
8001542724,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,302"
5201118043,MHMTS TRAINING LTD,Learning and Development,"£1,300"
5201118753,BRITANNIA FIRE & SECURITY LTD,"Construction, Property and Fac Man","£1,300"
5201118803,SUPAMUMS SUPPORT SERVICES LIMITED,General,"£1,300"
1900789261,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£1,299"
8001545184,VITALISE,Social care,"£1,299"
1900789896,THAMES WATER UTILITIES LTD,Energy and Utilities,"£1,299"
1900788744,SILVER BIRCH CARE LTD,Children and Education,"£1,295"
8001554681,PROPERTY COMPANY LONDON LTD,Temporary Accommodation,"£1,293"
1900788696,OMEGA LETTINGS LTD,Temporary Accommodation,"£1,292"
8001544332,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,291"
5201119741,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£1,287"
8001554261,CIRCLE OF CARE SERVICE LTD,Social care,"£1,287"
1900790105,BRITISH GAS BUSINESS,Energy and Utilities,"£1,286"
1900790245,JENX LTD,Children and Education,"£1,286"
5201118406,LANDSCAPE SUPPLY COMPANY,Public Realm,"£1,282"
8001540981,OPTIMAL CARE SERVICES LTD,Social care,"£1,280"
5201119043,PROPERTYNET (UK) LIMITED,Temporary Accommodation,"£1,278"
1900789924,BRANTWOOD HOUSE,Temporary Accommodation,"£1,277"
8001555703,HEADWAY EAST LONDON,Travel,"£1,275"
8001554281,CIRCLE OF CARE SERVICE LTD,Social care,"£1,274"
5201119205,REDACTED PERSONAL DATA,Social care,"£1,273"
5201119353,KEEGANS LTD,"Construction, Property and Fac Man","£1,271"
8001541939,SEVACARE (UK) LTD,Social care,"£1,271"
1900789874,EPS GROUP LTD,"Construction, Property and Fac Man","£1,269"
1900789098,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,"£1,268"
8001554702,SENSE,Social care,"£1,267"
5201119061,DIFFERENT STROKES LONDON NORTH GROU,Social care,"£1,266"
8001544696,GREENFIELDS RES CARE HOMES LTD,Temporary Accommodation,"£1,260"
1900788369,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£1,260"
1900788948,CHRISTOPHER HOUSE (LONDON) LTD,Temporary Accommodation,"£1,260"
1900789428,AMEO LIMITED,People and Recruitment,"£1,260"
5201120151,HB SUBSIDY SERVICES LIMITED,General,"£1,260"
8001554763,WEST LODGE LIMITED,Temporary Accommodation,"£1,260"
1900789339,SHOUT PROMOTIONAL MERCHANDISE LTD,Communication,"£1,259"
8001557181,ARGOS BUSINESS SOLUTIONS LTD,Children and Education,"£1,258"
8001555201,DILIGENT CARE SERVICES LTD,Social care,"£1,257"
5201119875,BERTRAM TRADING LTD,Communication,"£1,254"
5201119736,CROWN PROMOTIONS & REMOVALS LTD,General,"£1,250"
8001555445,DILIGENT CARE SERVICES LTD,Social care,"£1,250"
1900789753,REDACTED PERSONAL DATA,General,"£1,248"
1900789826,THAMES WATER UTILITIES LTD,Energy and Utilities,"£1,246"
1900789304,SAM'S CARS LIMITED,Travel,"£1,243"
8001542742,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,242"
5201118073,REDACTED PERSONAL DATA,Legal,"£1,240"
5201118792,CYCLE TRAINING UK LTD,Learning and Development,"£1,240"
8001542609,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,240"
8001542682,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,240"
8001542684,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,240"
8001542686,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,240"
8001542691,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,240"
8001542697,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,240"
8001542736,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,240"
8001542674,BEXLEY WOMEN'S AID,Temporary Accommodation,"£1,240"
8001555621,MAISON MOTI LTD,Temporary Accommodation,"£1,239"
5201119443,REDACTED PERSONAL DATA,Sport and Leisure,"£1,239"
8001555570,MAISON MOTI LTD,Temporary Accommodation,"£1,236"
8001544733,BUPA CARE HOMES (CFHCARE) LTD,Temporary Accommodation,"£1,233"
8001556146,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,233"
8001545225,REDACTED PERSONAL DATA,Temporary Accommodation,"£1,232"
8001497285,COTTAGE & RURAL ENTERPRISES LTD,Social care,"£1,231"
8001552281,COTTAGE & RURAL ENTERPRISES LTD,Social care,"£1,231"
8001556134,CHRISTOPHER HOUSE (LONDON) LTD,"Construction, Property and Fac Man","£1,231"
5201119756,ASKEWS & HOLTS LIBRARY SERVICES LTD,Communication,"£1,225"
8001541142,SATELLITE CONSORTIUM LIMITED,Social care,"£1,225"
8001554421,CIRCLE OF CARE SERVICE LTD,Social care,"£1,222"
8001555447,DILIGENT CARE SERVICES LTD,Social care,"£1,220"
8001561050,LONDON CARE PLC,Social care,"£1,219"
8001545361,DRS CARE HOMES LTD,Temporary Accommodation,"£1,218"
8001558521,PROVIDENCE PROJECTS LIMITED,Social care,"£1,218"
8001561541,DRS CARE HOMES LTD,Temporary Accommodation,"£1,218"
1900789017,REDACTED PERSONAL DATA,Communication,"£1,217"
8001555582,MAISON MOTI LTD,Temporary Accommodation,"£1,217"
1900790511,THE HOPE CHARITY,Children and Education,"£1,216"
8001550561,SAIVAN CARE SERVICES LTD,Social care,"£1,214"
8001550562,SAIVAN CARE SERVICES LTD,Social care,"£1,214"
8001561981,EXTRA MILE CARE COMPANY,Social care,"£1,214"
8001556084,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,212"
8001561004,LONDON CARE PLC,Social care,"£1,210"
8001555141,PARENTS & CHILDREN TOGETHER,Children and Education,"£1,210"
1900789865,HOMELINK LETTINGS & ESTATES LTD,Temporary Accommodation,"£1,209"
5201119489,PARENTING PROFILES LTD,Legal,"£1,209"
1900788889,HCT GROUP,Children and Education,"£1,207"
1900790142,BRITISH GAS BUSINESS,Energy and Utilities,"£1,206"
8001556119,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,205"
8001555262,DILIGENT CARE SERVICES LTD,Social care,"£1,202"
8001561166,LONDON CARE PLC,Social care,"£1,201"
1900789326,LONDON CARE HOMES LTD T/A STEPPING,Learning and Development,"£1,200"
5201118789,SPIDDAL PLANT & CONSTRUCTION CO LTD,Public Realm,"£1,200"
8001552461,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£1,200"
8001541971,SEVACARE (UK) LTD,Social care,"£1,200"
8001556095,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,198"
8001556101,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,198"
8001556107,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,198"
8001556109,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,198"
8001556112,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,198"
8001556113,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,198"
8001561583,SUPERIOR CARE LTD,Temporary Accommodation,"£1,197"
1900788963,JJ FOOD SERVICE LTD,Food and Drink,"£1,194"
8001559525,LIFEWAYS COMMUNITY CARE LTD,Social care,"£1,192"
1900790486,COMMUNITY HOUSING LTD,Temporary Accommodation,"£1,190"
8001555781,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,189"
1900790283,BINOH,Children and Education,"£1,188"
5201119836,REDACTED PERSONAL DATA,Legal,"£1,188"
5201120446,TNT POST LONDON LTD,General,"£1,185"
8001552561,SOMEWHERE HOUSE LTD,Social care,"£1,184"
1900788807,PULSE HEALTHCARE LTD,People and Recruitment,"£1,181"
1900789412,PULSE HEALTHCARE LTD,People and Recruitment,"£1,181"
1900788905,RIG MEDICAL RECRUIT LTD,People and Recruitment,"£1,181"
8001542591,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,178"
8001542593,CENTRAL HOUSING GROUP LTD,"Construction, Property and Fac Man","£1,178"
8001542595,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,178"
8001542597,NO1 LETTINGS LIMITED,"Construction, Property and Fac Man","£1,178"
8001542603,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,178"
8001542606,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,178"
8001542620,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,178"
8001542627,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,178"
8001542628,WEST LODGE LIMITED,"Construction, Property and Fac Man","£1,178"
8001542643,WEST LODGE LIMITED,"Construction, Property and Fac Man","£1,178"
8001542646,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,178"
8001542728,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,178"
8001548661,EXTRA MILE CARE COMPANY,Social care,"£1,178"
1900788912,THE VALE SCHOOL,IT and Telecoms,"£1,178"
1900790112,NOW MEDICAL,General,"£1,178"
5201119581,LONDON BOROUGH OF WALTHAM FOREST,People and Recruitment,"£1,178"
8001557501,SATELLITE CONSORTIUM LIMITED,Social care,"£1,177"
8001557561,SAPH LTD,Social care,"£1,176"
8001556123,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,175"
8001556144,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,175"
8001550563,SAIVAN CARE SERVICES LTD,Social care,"£1,175"
8001561513,EXTRA MILE CARE COMPANY,Social care,"£1,172"
1900790424,DENTONS UKMEA LLP,Legal,"£1,172"
8001546952,QUANTUM CARE LIMITED,Temporary Accommodation,"£1,169"
8001542289,SEVACARE (UK) LTD,Social care,"£1,169"
8001548802,EXTRA MILE CARE COMPANY,Social care,"£1,166"
8001553761,CIRCLE OF CARE SERVICE LTD,Social care,"£1,166"
8001556581,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£1,164"
8001561322,CLARITY-EMPLOYMENT FOR BLIND PEOPLE,Social care,"£1,164"
8001561506,EXTRA MILE CARE COMPANY,Social care,"£1,163"
1900789066,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,"£1,160"
1900790279,BINOH,Children and Education,"£1,160"
1900790282,BINOH,Children and Education,"£1,160"
5201118459,BINOH,Children and Education,"£1,160"
5201118462,BINOH,Children and Education,"£1,160"
8001546130,QUANTUM CARE LIMITED,Social care,"£1,160"
8001546545,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man","£1,159"
8001548123,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£1,158"
200337491,METROPOLITAN SUPPORT TRUST,Social care,"£1,155"
8001548922,EXTRA MILE CARE COMPANY,Social care,"£1,154"
8001547142,DYNAMIC PEOPLE LTD,Social care,"£1,152"
5201119250,KEVIN HARRINGTON ASSOCIATES LTD,People and Recruitment,"£1,150"
8001550221,NORTH LONDON ASIAN CARE,Social care,"£1,149"
8001542015,SEVACARE (UK) LTD,Social care,"£1,149"
8001553763,CIRCLE OF CARE SERVICE LTD,Social care,"£1,148"
5201119739,KEEGANS LTD,"Construction, Property and Fac Man","£1,147"
8001549508,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,147"
8001557481,SATELLITE CONSORTIUM LIMITED,Social care,"£1,145"
8001542073,SEVACARE (UK) LTD,Social care,"£1,143"
8001515932,VITALISE,Social care,"£1,142"
1900790117,REDACTED PERSONAL DATA,Children and Education,"£1,140"
8001555587,MAISON MOTI LTD,Temporary Accommodation,"£1,140"
8001555589,MAISON MOTI LTD,Temporary Accommodation,"£1,140"
1900788834,SURECARE ENFIELD,General,"£1,138"
1900788991,REDACTED PERSONAL DATA,Communication,"£1,138"
1900790350,NPS LONDON LTD,"Construction, Property and Fac Man","£1,138"
8001541992,SEVACARE (UK) LTD,Social care,"£1,136"
8001542636,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,132"
8001542642,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,132"
8001542645,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,132"
8001542649,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,132"
8001542650,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,132"
8001542651,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,132"
200337500,APNA GHAR HOUSING ASSOCIATION,Social care,"£1,130"
8001561512,FINEFAIR LTD,"Construction, Property and Fac Man","£1,129"
5201119823,SWALLOWMAX LTD,Communication,"£1,127"
8001544848,TORRINGTON HOMES,General,"£1,127"
5201119487,PARENTING PROFILES LTD,Legal,"£1,126"
1900789741,FORENSIC PATHOLOGY OPINION LTD,General,"£1,125"
8001541946,SEVACARE (UK) LTD,Social care,"£1,123"
8001546461,HEARTWOOD OUTREACH SERVICES LTD,"Construction, Property and Fac Man","£1,121"
8001562423,NORTH LONDON ASIAN CARE,Social care,"£1,117"
1900789461,NPOWER LIMITED,Energy and Utilities,"£1,117"
5201119509,ROYAL MAIL GROUP PLC,General,"£1,115"
1900788687,BRITISH TELECOMMUNICATION PLC,IT and Telecoms,"£1,111"
8001542290,SEVACARE (UK) LTD,Social care,"£1,110"
8001545362,DRS CARE HOMES LTD,Temporary Accommodation,"£1,107"
8001545403,DRS CARE HOMES LTD,Temporary Accommodation,"£1,107"
8001561532,DRS CARE HOMES LTD,Temporary Accommodation,"£1,107"
8001561550,DRS CARE HOMES LTD,Temporary Accommodation,"£1,107"
5201119276,TNT POST LONDON LTD,General,"£1,107"
1900789264,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£1,105"
1900789383,BUSINESS HEALTH LIMITED,People and Recruitment,"£1,100"
1900789459,BUSINESS HEALTH LIMITED,People and Recruitment,"£1,100"
1900789942,TERSUS CONSULTANCY LTD,"Construction, Property and Fac Man","£1,100"
5201119496,REDACTED PERSONAL DATA,Learning and Development,"£1,100"
5201119833,REDACTED PERSONAL DATA,Legal,"£1,099"
1900789302,LYNCADE LTD t/a CAVENDISH CARS,Travel,"£1,098"
5201119963,SOUTHERN LANDSCAPE AND CONSTRUCTION,"Construction, Property and Fac Man","£1,097"
5201119889,XEROX (UK) LTD,IT and Telecoms,"£1,096"
5201120057,PWP FS PRINT AND DESIGN,Communication,"£1,095"
8001556623,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£1,095"
8001562361,NORTH LONDON ASIAN CARE,Social care,"£1,094"
8001561508,EXTRA MILE CARE COMPANY,Social care,"£1,094"
1900784648,PULSE HEALTHCARE LTD,People and Recruitment,"£1,094"
5201120160,RESTORE COMMUNITY PROJECTS,General,"£1,093"
8001529482,FINEFAIR LTD,"Construction, Property and Fac Man","£1,093"
8001542266,SEVACARE (UK) LTD,Social care,"£1,092"
8001544385,TWINGLOBE CARE HOMES LTD,Social care,"£1,092"
8001554025,CIRCLE OF CARE SERVICE LTD,Social care,"£1,092"
8001556621,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£1,092"
5201118662,ELIESHA TRAINING LIMITED,Learning and Development,"£1,090"
5201119278,EXTREME ENVIRONMENTAL SERVICES LTD,General,"£1,090"
1900789026,REDACTED PERSONAL DATA,Communication,"£1,089"
1900788784,THE HOPE CHARITY,Children and Education,"£1,088"
1900788902,PUBLICSERVICE.CO.UK LTD,Learning and Development,"£1,086"
8001544704,GREENFIELDS RES CARE HOMES LTD,Temporary Accommodation,"£1,086"
8001553762,CIRCLE OF CARE SERVICE LTD,Social care,"£1,086"
8001548901,EXTRA MILE CARE COMPANY,Social care,"£1,085"
8001555468,DILIGENT CARE SERVICES LTD,Social care,"£1,085"
8001542589,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,085"
8001542590,WEST LODGE LIMITED,"Construction, Property and Fac Man","£1,085"
8001542688,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,085"
8001542705,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,085"
8001542706,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,085"
8001542709,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,085"
8001542712,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,"£1,085"
8001542713,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,085"
8001542716,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,085"
8001542727,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,085"
8001542739,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,085"
1900788908,REDACTED PERSONAL DATA,General,"£1,084"
1900790380,THE WHITTINGTON HOSPITAL NHS TRUST,People and Recruitment,"£1,081"
5201119938,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£1,080"
5201119939,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£1,080"
5201119758,ASKEWS & HOLTS LIBRARY SERVICES LTD,Communication,"£1,078"
8001541989,SEVACARE (UK) LTD,Social care,"£1,074"
8001553561,CIRCLE OF CARE SERVICE LTD,Social care,"£1,073"
8001542169,SEVACARE (UK) LTD,Social care,"£1,072"
5201118162,VINCI CONSTRUCTION UK LTD,"Construction, Property and Fac Man","£1,071"
8001555472,DILIGENT CARE SERVICES LTD,Social care,"£1,071"
8001556161,STEP AHEAD SERVICES LTD,"Construction, Property and Fac Man","£1,070"
8001542126,SEVACARE (UK) LTD,Social care,"£1,070"
5201119199,REDACTED PERSONAL DATA,Social care,"£1,069"
5201119215,REDACTED PERSONAL DATA,Social care,"£1,069"
8001555968,FUTURES FOR CHILDREN LIMITED,Children and Education,"£1,067"
8001541948,SEVACARE (UK) LTD,Social care,"£1,067"
5201119347,TSI VOICE & DATA LLP,IT and Telecoms,"£1,066"
5201119598,MYERS (IDEAL SUPPLIES) LTD,General,"£1,065"
1900788914,THE BRANDON CENTRE,People and Recruitment,"£1,065"
1900789327,BROWNE JACOBSON LLP,Finance,"£1,064"
200337449,HORNSEY HOUSING TRUST,Social care,"£1,061"
8001561035,LONDON CARE PLC,Social care,"£1,059"
1900788789,BIG GREEN BOOKSHOP LTD,IT and Telecoms,"£1,059"
5201119094,TECHNOGYM UK LTD,Sport and Leisure,"£1,059"
1900788884,TRADEWIND RECRUITMENT LTD,Children and Education,"£1,057"
1900790664,NORTH LONDON COMMUNITY CARE AGENCY,General,"£1,056"
8001556301,HEADWAY EAST LONDON,Social care,"£1,055"
8001542608,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,054"
8001542638,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,054"
8001555682,REDACTED PERSONAL DATA,Travel,"£1,053"
8001559601,REDACTED PERSONAL DATA,Travel,"£1,053"
1900789711,NORTHSIDE YOUTH COMMUNITY CONNECTIO,Communication,"£1,051"
8001546026,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£1,051"
5201118074,REDACTED PERSONAL DATA,Legal,"£1,050"
8001556361,CARE R US LTD T/A KROSSROADS,"Construction, Property and Fac Man","£1,050"
